Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
Patrick Chukwurah,26,DEN,LB,14,0,0,0,0,0,1.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0,
Ricardo Colclough,22,PIT,DB,14,0,1,14,0,14,2.0,0,1,0,0,0,1.0,32.0,26.0,6.0,1.0,0,
Josh Cribbs,22,CLE,WR,14,0,0,0,0,0,0.0,0,4,0,0,0,0.0,15.0,12.0,3.0,0.0,0,
Ronnie Cruz,24,KAN,RB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0,
Todd Devoe,25,DEN,WR,14,0,0,0,0,0,0.0,0,0,2,0,0,0.0,8.0,8.0,0.0,0.0,0,
Joel Dreessen,23,NYJ,TE,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
T.J. Duckett,24,ATL,RB,14,0,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0,
John Engelberger,29,DEN,DE,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,13.0,3.0,2.0,0,
Justin Fargas,25,OAK,FB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,8.0,0.0,0.0,0,
Jamar Fletcher,26,SDG,DB,14,0,1,19,0,19,5.0,0,0,0,0,0,1.0,29.0,21.0,8.0,1.0,0,
Vernon Fox,26,DET,DB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,7.0,4.0,0.0,0,
Louis Green,26,DEN,LB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,10.0,8.0,2.0,0.0,0,
Verron Haynes,26,PIT,RB,14,0,0,0,0,0,0.0,0,2,1,0,0,0.0,4.0,4.0,0.0,0.0,0,
Rob Morris,30,IND,LB,14,0,0,0,0,0,2.0,0,0,1,0,0,0.0,33.0,24.0,9.0,2.0,0,
Harold Morrow,32,ARI,FB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,14.0,2.0,0.0,0,
Sione Pouha,26,NYJ,DT,14,0,0,0,0,0,1.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0,
B.J. Sander,25,GNB,P,14,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Junior Siavii,27,KAN,DT,14,0,0,0,0,0,0.0,0,0,1,0,0,0.0,6.0,5.0,1.0,0.0,0,
Corey Smith,26,SFO,DE,14,0,0,0,0,0,1.0,0,0,0,0,0,0.0,12.0,12.0,0.0,0.0,0,
Nick Speegle,24,CLE,LB,14,0,0,0,0,0,0.0,0,0,1,0,0,0.0,10.0,9.0,1.0,0.0,0,
Derrick Ward,25,NYG,RB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0,
Aaron Brooks,29,NOR,QB,13,13,0,0,0,0,0.0,0,4,2,-12,0,0.0,0.0,0.0,0.0,0.0,0,
Ryan Clark,26,WAS,SS,13,13,3,10,0,6,5.0,1,0,0,0,0,0.5,59.0,44.0,15.0,0.0,0,
Shaun Ellis,28,NYJ,LDE,13,13,0,0,0,0,0.0,1,0,0,0,0,2.5,38.0,31.0,7.0,4.0,0,
Bobby Engram,32,SEA,WR,13,13,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Steve Foley,30,SDG,ROLB,13,13,0,0,0,0,3.0,1,0,0,0,0,4.5,38.0,28.0,10.0,7.0,0,
Clark Haggans,28,PIT,LOLB,13,13,0,0,0,0,2.0,4,0,0,0,0,9.0,61.0,42.0,19.0,7.0,0,
Joe Horn,33,NOR,WR,13,13,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Andre Johnson,24,HOU,WR,13,13,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Kevin Jones,23,DET,RB,13,13,0,0,0,0,0.0,0,2,2,23,0,0.0,0.0,0.0,0.0,0.0,0,
Cato June,26,IND,RLB,13,13,5,115,2,36,7.0,0,0,0,0,0,0.0,103.0,68.0,35.0,1.0,0,"PB,AP-2"
Dan Morgan,27,CAR,MLB,13,13,0,0,0,0,2.0,1,0,1,0,0,3.0,77.0,59.0,18.0,4.0,0,
Jermaine Phillips,26,TAM,SS,13,13,0,0,0,0,3.0,0,0,0,0,0,0.0,61.0,46.0,15.0,2.0,0,
Antonio Pierce,27,NYG,MLB,13,13,2,41,0,24,11.0,1,0,2,12,1,2.5,100.0,80.0,20.0,7.0,0,
Corey Simon,28,IND,LDT,13,13,0,0,0,0,2.0,1,0,0,0,0,0.0,35.0,26.0,9.0,6.0,0,
Keith Traylor,36,MIA,LDT,13,13,0,0,0,0,2.0,0,0,0,0,0,2.0,32.0,22.0,10.0,3.0,0,
Bryant Young,33,SFO,LDE,13,13,0,0,0,0,2.0,2,0,0,0,0,8.0,36.0,32.0,4.0,9.0,0,
Drayton Florence,25,SDG,RCB,13,12,1,9,0,9,11.0,0,1,0,0,0,0.0,54.0,47.0,7.0,1.0,0,
Cornelius Griffin,29,WAS,LDT,13,12,1,0,0,0,2.0,1,0,1,0,0,4.0,35.0,34.0,1.0,8.0,0,
Walt Harris,31,WAS,LCB,13,12,1,0,0,0,11.0,0,0,0,0,0,0.0,57.0,49.0,8.0,4.0,0,
Hunter Hillenmeyer,25,CHI,LLB,13,12,1,0,0,0,2.0,0,0,0,0,0,1.0,63.0,45.0,18.0,4.0,0,
Sedrick Hodge,27,NOR,LLB,13,12,0,0,0,0,1.0,0,0,0,0,0,0.0,51.0,36.0,15.0,2.0,0,
Julius Jones,24,DAL,RB,13,12,0,0,0,0,0.0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Montae Reagor,28,IND,RDT,13,12,0,0,0,0,0.0,0,0,4,37,1,5.5,36.0,27.0,9.0,7.0,0,
Dewayne Robertson,24,NYJ,RDT,13,12,0,0,0,0,1.0,1,0,0,0,0,3.5,43.0,28.0,15.0,3.0,0,
Darwin Walker,28,PHI,RDT,13,12,0,0,0,0,0.0,1,0,2,18,0,2.5,29.0,24.0,5.0,3.0,0,
Leigh Bodden,24,CLE,RCB,13,11,3,6,0,6,17.0,2,0,0,0,0,0.0,58.0,47.0,11.0,3.0,0,
Stephen Davis,31,CAR,RB,13,11,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Marcus Tubbs,24,SEA,RDT,13,11,0,0,0,0,2.0,2,0,1,0,0,5.5,40.0,27.0,13.0,3.0,0,
Demarcus Faggins,26,HOU,LCB,13,10,0,0,0,0,6.0,0,0,0,0,0,0.0,50.0,42.0,8.0,0.0,0,
Keith Newman,28,MIN,LLB,13,10,1,1,0,1,3.0,1,0,1,0,0,3.0,42.0,29.0,13.0,5.0,0,
Leander Jordan,28,SDG,LT,13,9,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
LaVar Arrington,27,WAS,RLB,13,8,0,0,0,0,1.0,0,0,0,0,0,0.0,47.0,39.0,8.0,5.0,0,
David Barrett,28,NYJ,RCB,13,8,5,28,0,13,12.0,2,1,1,30,0,0.0,49.0,41.0,8.0,3.0,0,
Andre Woolfolk,25,TEN,LCB,13,7,1,3,0,3,7.0,1,0,1,8,0,0.0,55.0,42.0,13.0,1.0,0,
Courtney Roby,22,TEN,WR,13,6,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
Ovie Mughelli,25,BAL,FB,13,5,0,0,0,0,0.0,0,1,0,0,0,0.0,10.0,8.0,2.0,0.0,0,
Shaun Smith,24,CIN,LDT,13,5,0,0,0,0,0.0,0,0,0,0,0,0.0,26.0,18.0,8.0,2.0,0,
Robert Tate,32,ARI,LCB,13,5,2,47,0,25,4.0,1,0,0,0,0,0.0,38.0,36.0,2.0,1.0,0,
Michael Stone,27,NWE,DB,13,3,0,0,0,0,0.0,0,0,0,0,0,0.0,46.0,40.0,6.0,2.0,0,
Daniel Wilcox,28,BAL,TE,13,3,0,0,0,0,0.0,0,0,1,0,0,0.0,14.0,12.0,2.0,0.0,0,
Marion Barber III,22,DAL,RB,13,2,0,0,0,0,0.0,0,3,3,-5,0,0.0,2.0,1.0,1.0,0.0,0,
Donte Curry,27,DET,LB,13,2,0,0,0,0,0.0,0,0,0,0,0,0.0,38.0,28.0,10.0,1.0,0,
Troy Fleming,25,TEN,RB,13,2,0,0,0,0,0.0,0,0,1,0,0,0.0,7.0,7.0,0.0,0.0,0,
Antwan Lake,26,ATL,DE,13,2,0,0,0,0,0.0,2,0,0,0,0,3.5,18.0,11.0,7.0,2.0,1,
Grey Ruegamer,29,GNB,G,13,2,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Ryan Boschetti,24,WAS,DT,13,1,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0,
Matt Bowen,29,WAS,DB,13,1,0,0,0,0,3.0,0,0,0,0,0,0.0,14.0,13.0,1.0,0.0,0,
Curome Cox,24,DEN,DB,13,1,1,48,0,48,5.0,0,0,0,0,0,0.0,19.0,17.0,2.0,0.0,0,
Steve Gleason,28,NOR,DB,13,1,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,12.0,2.0,0.0,0,
Chris Johnson,26,STL,DB,13,1,0,0,0,0,4.0,1,2,1,0,0,0.0,45.0,42.0,3.0,3.0,0,
Brian Jones,24,JAX,TE,13,1,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,9.0,0.0,0.0,0,
Dominic Rhodes,26,IND,RB,13,1,0,0,0,0,0.0,0,2,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Stephen Spach,23,PHI,TE,13,1,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Blue Adams,26,TAM,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,11.0,3.0,0.0,0,
Tully Banta-Cain,25,NWE,LB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.5,9.0,6.0,3.0,0.0,0,
Jon Bradley,24,TAM,DT,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Kevin Burnett,23,DAL,LB,13,0,0,0,0,0,0.0,0,0,0,0,0,1.0,18.0,14.0,4.0,1.0,0,
Ciatrick Fason,23,MIN,RB,13,0,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Rich Gardner,24,TEN,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,7.0,4.0,0.0,0,
Robbie Gould,23,CHI,K,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Will Hunter,26,MIN,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,10.0,2.0,0.0,0,
Robert Mathis,24,IND,DE,13,0,0,0,0,0,2.0,8,0,0,0,0,11.5,56.0,45.0,11.0,10.0,0,
Mel Mitchell,26,NOR,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,0.0,0,
Don Muhlbach,24,DET,LS,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Ryan Neufeld,30,BUF,TE,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,5.0,3.0,0.0,0,
Karl Paymah,23,DEN,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,11.0,3.0,0.0,0,
Jarrett Payton,25,TEN,RB,13,0,0,0,0,0,0.0,0,0,1,0,0,0.0,4.0,2.0,2.0,0.0,0,
Brodney Pool,21,CLE,DB,13,0,1,1,0,1,5.0,0,0,2,0,0,1.0,35.0,26.0,9.0,1.0,0,
David Tyree,25,NYG,WR,13,0,0,0,0,0,0.0,0,1,1,0,0,0.0,16.0,13.0,3.0,0.0,0,PB
Coy Wire,27,BUF,DB,13,0,0,0,0,0,0.0,1,0,0,0,0,0.0,10.0,7.0,3.0,1.0,0,
Mike Wright,23,NWE,DT,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,9.0,4.0,1.0,0,
Kevan Barlow,26,SFO,RB,12,12,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Mike Brown,27,CHI,SS,12,12,3,116,1,72,6.0,1,0,0,0,0,1.0,72.0,63.0,9.0,1.0,0,"PB,AP-2"
Terrence Kiel,25,SDG,SS,12,12,0,0,0,0,6.0,1,0,1,0,0,1.0,59.0,49.0,10.0,1.0,0,
D.D. Lewis,26,SEA,RLB,12,12,0,0,0,0,1.0,1,0,0,0,0,0.0,64.0,46.0,18.0,4.0,0,
Curtis Martin,32,NYJ,RB,12,12,0,0,0,0,0.0,0,2,2,0,0,0.0,1.0,0.0,1.0,0.0,0,
Ben Roethlisberger,23,PIT,QB,12,12,0,0,0,0,0.0,0,2,1,-1,0,0.0,0.0,0.0,0.0,0.0,0,
Oliver Ross,31,ARI,RT,12,12,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Richard Seymour,26,NWE,RDE,12,12,0,0,0,0,4.0,1,0,1,0,0,4.0,47.0,36.0,11.0,8.0,0,"PB,AP-1"
Alex Barron,23,STL,RT,12,11,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Dre' Bly,28,DET,RCB,12,11,6,54,0,28,13.0,3,1,1,0,0,0.0,45.0,41.0,4.0,0.0,0,
Joey Harrington,27,DET,QB,12,11,0,0,0,0,0.0,0,7,1,-3,0,0.0,0.0,0.0,0.0,0.0,0,
Bruce Thornton,25,SFO,LCB,12,11,2,0,0,0,8.0,0,0,0,0,0,0.0,41.0,37.0,4.0,0.0,0,
Corey Dillon,31,NWE,RB,12,10,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Anthony Henry,29,DAL,RCB,12,10,3,102,1,58,14.0,1,0,0,0,0,0.0,49.0,40.0,9.0,0.0,0,
Nate Burleson,24,MIN,WR,12,9,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
Dexter Coakley,33,STL,RLB,12,9,1,16,0,16,2.0,1,0,0,0,0,2.0,38.0,28.0,10.0,3.0,0,
Darren Howard,29,NOR,LDE,12,9,0,0,0,0,2.0,2,0,2,-2,0,3.5,33.0,24.0,9.0,6.0,0,
Samie Parker,24,KAN,WR,12,9,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Darrent Williams,23,DEN,RCB,12,9,2,108,1,80,10.0,1,2,1,0,0,1.0,54.0,50.0,4.0,2.0,0,
Antonio Smith,24,ARI,RDE,12,8,0,0,0,0,0.0,0,0,0,0,0,3.0,24.0,23.0,1.0,7.0,0,
Tyrone Calico,25,TEN,WR,12,6,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Kelly Herndon,29,SEA,LCB,12,6,2,12,0,10,9.0,1,0,0,0,0,0.0,55.0,51.0,4.0,1.0,0,
Kenyon Coleman,26,DAL,LDE,12,5,0,0,0,0,0.0,0,0,0,0,0,0.5,17.0,11.0,6.0,0.0,0,
Eric Green,23,ARI,LCB,12,5,1,13,0,13,6.0,1,0,1,0,0,0.0,42.0,37.0,5.0,0.0,0,
Dexter McCleon,32,KAN,RCB,12,5,2,0,0,0,7.0,0,0,0,0,0,0.0,21.0,20.0,1.0,0.0,0,
Carlos Rogers,24,WAS,LCB,12,5,2,14,0,14,4.0,2,0,0,0,0,0.0,48.0,44.0,4.0,1.0,0,
Paul Smith,27,DET,FB,12,5,0,0,0,0,0.0,0,1,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Fakhir Brown,28,NOR,DB,12,4,0,0,0,0,6.0,0,0,0,0,0,0.0,34.0,33.0,1.0,0.0,0,
Justin Green,23,BAL,FB,12,4,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
Cedric Houston,23,NYJ,RB,12,4,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Patrick Pass,28,NWE,FB,12,4,0,0,0,0,0.0,0,2,0,0,0,0.0,6.0,6.0,0.0,0.0,0,
Aaron Shea,29,CLE,TE,12,4,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Jason Babin,25,HOU,DT,12,3,0,0,0,0,2.0,2,0,0,0,0,4.0,37.0,26.0,11.0,6.0,0,
Zeron Flemister,29,OAK,TE,12,3,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Kassim Osgood,25,SDG,WR,12,3,0,0,0,0,0.0,0,0,0,0,0,0.0,19.0,14.0,5.0,0.0,0,
Lewis Sanders,27,HOU,DB,12,3,1,29,0,29,3.0,1,0,0,0,0,0.0,31.0,27.0,4.0,2.0,0,
Ricky Williams,28,MIA,RB,12,3,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,AP CPoY-5
Az-Zahir Hakim,28,NOR,WR,12,2,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Jason McAddley,26,SFO,WR,12,2,0,0,0,0,0.0,0,0,1,0,0,0.0,10.0,8.0,2.0,0.0,0,
C.J. Mosley,22,MIN,DT,12,2,0,0,0,0,1.0,1,0,0,0,0,3.0,19.0,15.0,4.0,2.0,0,
Derrick Pope,23,MIA,LB,12,2,0,0,0,0,0.0,1,0,0,0,0,0.0,29.0,23.0,6.0,4.0,0,
Josh Thomas,24,IND,DE,12,2,0,0,0,0,0.0,0,0,0,0,0,3.0,25.0,14.0,11.0,2.0,0,
James Thrash,30,WAS,WR,12,2,0,0,0,0,0.0,0,1,0,0,0,0.0,10.0,8.0,2.0,0.0,0,
Dwan Edwards,24,BAL,DE,12,1,0,0,0,0,0.0,1,0,0,0,0,0.0,24.0,17.0,7.0,0.0,0,
Mike Logan,31,PIT,DB,12,1,0,0,0,0,1.0,0,0,0,0,0,0.0,24.0,16.0,8.0,0.0,0,
Bryant McFadden,24,PIT,DB,12,1,1,0,0,0,7.0,1,0,1,9,0,1.0,21.0,20.0,1.0,1.0,0,
Vernand Morency,25,HOU,RB,12,1,0,0,0,0,0.0,0,1,1,0,0,0.0,1.0,0.0,1.0,0.0,0,
Brady Poppinga,26,GNB,LB,12,1,0,0,0,0,0.0,0,0,0,0,0,2.0,28.0,23.0,5.0,1.0,0,
Mike Seidman,24,CAR,TE,12,1,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Chris Thompson,23,CHI,DB,12,1,0,0,0,0,0.0,0,0,1,0,0,0.0,10.0,7.0,3.0,0.0,0,
O.J. Atogwe,24,STL,DB,12,0,1,42,0,42,1.0,0,0,1,0,0,1.0,12.0,10.0,2.0,1.0,0,
Ladell Betts,26,WAS,RB,12,0,0,0,0,0,0.0,0,3,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Fred Booker,27,NOR,DB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0,
Oliver Celestin,24,NYJ,DB,12,0,0,0,0,0,1.0,0,0,0,0,0,0.0,26.0,21.0,5.0,1.0,0,
Marquis Cooper,23,TAM,LB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,18.0,16.0,2.0,0.0,0,
Rashied Davis,26,CHI,DB,12,0,0,0,0,0,0.0,0,2,1,0,0,0.0,10.0,6.0,4.0,0.0,0,
Eddie Drummond,25,DET,WR,12,0,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Dovonte Edwards,23,MIN,DB,12,0,1,51,1,51,3.0,0,0,0,0,0,0.0,17.0,16.0,1.0,0.0,0,
Frisman Jackson,26,CLE,WR,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Niko Koutouvides,24,SEA,LB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,10.0,3.0,0.0,0,
Rasheed Marshall,24,SFO,WR,12,0,0,0,0,0,0.0,0,4,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Jerome Mathis,22,HOU,WR,12,0,0,0,0,0,0.0,0,3,1,0,0,0.0,,,,,0,"PB,AP-1"
Darnerien McCants,29,PHI,WR,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
Lance Mitchell,24,ARI,LB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0,
Mike Montgomery,22,GNB,DT,12,0,0,0,0,0,0.0,0,0,0,0,0,1.0,22.0,15.0,7.0,1.0,0,
James Mungro,27,IND,RB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Andrew Pinnock,25,SDG,FB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Ryan Riddle,24,OAK,DE,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0,
Chad Slaughter,27,OAK,T,12,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Rod Smart,28,CAR,RB,12,0,0,0,0,0,0.0,0,1,0,0,0,0.0,9.0,7.0,2.0,0.0,0,
Sean Tufts,23,CAR,LB,12,0,0,0,0,0,0.0,0,0,1,0,0,0.0,11.0,9.0,2.0,0.0,0,
Bobby Wade,24,CHI,WR,12,0,0,0,0,0,0.0,0,10,4,0,0,0.0,2.0,2.0,0.0,0.0,0,
Corey Williams,25,GNB,DT,12,0,0,0,0,0,0.0,0,0,0,0,0,2.0,26.0,17.0,9.0,4.0,0,
Boss Bailey,26,DET,LLB,11,11,1,34,1,34,3.0,0,0,0,0,0,1.0,59.0,39.0,20.0,1.0,0,
Will Demps,26,BAL,FS,11,11,0,0,0,0,2.0,0,0,2,22,0,0.0,52.0,48.0,4.0,0.0,0,
Trent Dilfer,33,CLE,QB,11,11,0,0,0,0,0.0,0,9,0,-14,0,0.0,0.0,0.0,0.0,0.0,0,
Byron Leftwich,25,JAX,QB,11,11,0,0,0,0,0.0,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Fred Taylor,29,JAX,RB,11,11,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Gary Walker,32,HOU,LDE,11,11,0,0,0,0,4.0,2,0,0,0,0,1.0,30.0,20.0,10.0,6.0,0,
Domanick Williams,25,HOU,RB,11,11,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Earl Holmes,32,DET,MLB,11,10,0,0,0,0,1.0,2,0,0,0,0,0.0,75.0,51.0,24.0,7.0,0,
Dexter Jackson,28,TAM,FS,11,10,1,21,0,21,5.0,0,0,0,0,0,1.0,45.0,32.0,13.0,2.0,0,
Chris Simms,25,TAM,QB,11,10,0,0,0,0,0.0,0,6,1,-1,0,0.0,0.0,0.0,0.0,0.0,0,
Eric Warfield,29,KAN,RCB,11,10,1,57,1,57,9.0,0,0,2,0,0,0.0,57.0,53.0,4.0,2.0,0,
Brooks Bollinger,26,NYJ,QB,11,9,0,0,0,0,0.0,0,3,2,-3,0,0.0,0.0,0.0,0.0,0.0,0,
Daniel Graham,27,NWE,TE,11,9,0,0,0,0,0.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Ben Emanuel,23,SFO,SS,11,8,1,38,0,35,5.0,0,0,1,0,0,0.5,39.0,34.0,5.0,2.0,0,
Cory Schlesinger,33,DET,FB,11,8,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Fred Smoot,26,MIN,RCB,11,8,2,0,0,0,9.0,0,0,0,0,0,0.0,41.0,37.0,4.0,0.0,0,
Robert Ferguson,26,GNB,WR,11,7,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Gilbert Gardner,23,IND,LB,11,3,1,16,0,16,2.0,0,0,0,0,0,1.0,28.0,19.0,9.0,2.0,0,
Bernard Berrian,25,CHI,WR,11,2,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Ethan Kelley,25,CLE,DT,11,2,0,0,0,0,0.0,0,0,0,0,0,1.0,21.0,15.0,6.0,5.0,0,
Rashad Bauman,26,CIN,DB,11,1,0,0,0,0,1.0,0,0,0,0,0,0.0,12.0,11.0,1.0,0.0,0,
Jerry DeLoach,28,HOU,DE,11,1,0,0,0,0,0.0,0,0,0,0,0,1.0,13.0,10.0,3.0,1.0,0,
Michael Hawkins,22,GNB,DB,11,1,0,0,0,0,2.0,0,0,0,0,0,0.0,14.0,12.0,2.0,0.0,0,
Israel Idonije,25,CHI,DE,11,1,0,0,0,0,1.0,0,1,1,0,0,1.0,20.0,16.0,4.0,2.0,0,
Junior Ioane,28,HOU,DT,11,1,0,0,0,0,0.0,0,0,0,0,0,0.0,21.0,11.0,10.0,1.0,0,
Bethel Johnson,26,NWE,WR,11,1,0,0,0,0,0.0,0,1,1,0,0,0.0,7.0,5.0,2.0,0.0,0,
Jim Maxwell,24,SFO,LB,11,1,0,0,0,0,0.0,0,0,1,0,0,0.0,17.0,15.0,2.0,1.0,0,
Carl Powell,31,CIN,DE,11,1,0,0,0,0,1.0,0,0,0,0,0,1.0,13.0,9.0,4.0,4.0,0,
Joey Thomas,25,2TM,DB,11,1,0,0,0,0,3.0,0,0,0,0,0,0.0,15.0,11.0,4.0,1.0,0,
Marcellus Wiley,31,JAX,DE,11,1,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,6.0,0.0,0.0,0,
Floyd Womack,27,SEA,T,11,1,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Otis Amey,24,SFO,WR,11,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Idrees Bashir,27,CAR,DB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
Greg Brooks,25,CIN,DB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0,
Patrick Crayton,26,DAL,WR,11,0,0,0,0,0,0.0,0,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
Alfred Fincher,22,NOR,LB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0,
Aaron Francisco,22,ARI,DB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0,
Andre Frazier,23,PIT,LB,11,0,0,0,0,0,0.0,1,0,0,0,0,1.0,11.0,9.0,2.0,0.0,0,
Marques Harris,24,SDG,LB,11,0,0,0,0,0,1.0,0,0,0,0,0,1.0,10.0,8.0,2.0,1.0,0,
Michael Haynes,25,CHI,DE,11,0,0,0,0,0,0.0,0,0,0,0,0,1.5,15.0,10.0,5.0,2.0,0,
John Leake,24,2TM,LB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,5.0,3.0,0.0,0,
Keith O'Neil,25,IND,LB,11,0,0,0,0,0,0.0,1,0,0,0,0,0.0,32.0,24.0,8.0,2.0,0,
Willie Ponder,25,NYG,WR,11,0,0,0,0,0,0.0,0,1,1,0,0,0.0,2.0,2.0,0.0,0.0,0,
Ryan Pontbriand,26,CLE,LS,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
