Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Sfty,Awards
Ricky Ray,24,NOR,DB,4,4,1,33,0,33,,0,0,0,0,0.0,,0,
Doug Marsh,23,STL,TE,4,3,0,0,0,0,,1,0,0,0,0.0,,0,
Bobby Scott,32,NOR,QB,4,1,0,0,0,0,,1,1,0,0,0.0,,0,
Rich Caster,33,NOR,TE,4,0,0,0,0,0,,2,0,0,0,0.0,,0,
Lenvil Elliott,30,SFO,RB,4,0,0,0,0,0,,2,0,0,0,0.0,,0,
Vic Minor,23,SEA,DB,4,0,0,0,0,0,,0,1,0,0,0.0,,0,
Cleo Montgomery,25,CLE,WR,4,0,0,0,0,0,,2,1,0,0,0.0,,0,
Turk Schonert,24,CIN,QB,4,0,0,0,0,0,,1,0,0,0,0.0,,0,
Coy Bacon,39,WAS,DE,3,3,0,0,0,0,,0,0,0,0,3.0,,0,
Barry Bennett,26,NOR,NT,3,3,0,0,0,0,,0,0,0,0,1.0,,0,
Woody Bennett,26,MIA,RB,3,3,0,0,0,0,,1,1,0,0,0.0,,0,
Jeff Komlo,25,DET,QB,3,2,0,0,0,0,,2,2,0,0,0.0,,0,
Tim Stokes,31,NYG,T,3,1,0,0,0,0,,0,1,0,0,0.0,,0,
Steve Atkins,25,GNB,RB,3,0,0,0,0,0,,1,0,0,0,0.0,,0,
Tom Blanchard,33,TAM,P,3,0,0,0,0,0,,1,2,0,0,0.0,,0,
Jarvis Redwine,24,MIN,RB,3,0,0,0,0,0,,1,0,0,0,0.0,,0,
Wade Wilson,22,MIN,QB,3,0,0,0,0,0,,2,1,0,0,0.0,,0,
Steve Dils,26,MIN,QB,2,2,0,0,0,0,,3,2,0,0,0.0,,0,
Tom Owen,29,NWE,QB,2,1,0,0,0,0,,1,0,0,0,0.0,,0,
Ed Simonini,27,BAL,LB,1,1,0,0,0,0,,0,1,0,0,0.0,,0,
Arrington Jones,22,SFO,RB,1,0,0,0,0,0,,1,0,0,0,0.0,,0,
